,incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_administrative_unit_url,incident_county,incident_location,incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_type,incident_id,incident_url,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired
1327,Harte Fire,True,2019-08-12 12:18:17,2019-08-09 15:09:50,CAL FIRE SCU,,Alameda,"Central Pkwy and Croak Rd, 4 miles east of Dublin",240,100,,Alameda County Fire,-121.841879,37.708743,Wildfire,4affde91-31a9-4588-bf14-7201fc5c548b,https://www.fire.ca.gov/incidents/2019/8/9/harte-fire/,,,20190809,N,False,False
1328,Ward Fire,True,2019-08-22 16:33:47,2019-08-09 23:08:25,Oregon Department of Forestry,,State of Oregon,"Highway 66 and Ward Rd, 13 miles west of Keno, Oregon",1301,100,All CAL FIRE Resources have been released from this incident.,Southwest Oregon District - Oregon Department of Forestry,-122.175,42.033,Wildfire,e3d66b1b-3b3b-40a3-96ec-574c1a27cbe9,https://www.fire.ca.gov/incidents/2019/8/9/ward-fire/,2019-08-18 16:33:00,2019-08-18,20190809,N,False,False
1329,Heavy Range Fire,True,2019-08-12 15:08:30,2019-08-10 18:47:02,Beale Air Force Base,,Yolo,"Hammonton Smartsville Rd. and Kendal Rd, Beale Air Force Base",33,100,,,-121.423281,39.171091,Wildfire,f044a406-06ab-457d-8a93-c52bb1930604,https://www.fire.ca.gov/incidents/2019/8/10/heavy-range-fire/,2019-08-10 15:07:00,2019-08-10,20190810,N,False,False
1330,Radio Fire,True,2019-08-13 08:23:01,2019-08-12 10:53:10,CAL FIRE/Riverside County Fire Department,,Riverside,David Mountain Radio Road at David Mountain Road in Beaumont,20,100,,CAL FIRE / Riverside County Fire,-117.004667,33.909791999999996,Wildfire,073d3328-3d8c-459a-8ac8-5dc6095511ec,https://www.fire.ca.gov/incidents/2019/8/12/radio-fire/,2019-08-12 08:21:00,2019-08-12,20190812,N,True,False
1331,Lower Fire,True,2019-08-17 18:38:18,2019-08-12 14:16:53,CAL FIRE Shasta-Trinity Unit,,Shasta,Gas Point Rd & Lower Gas Point Rd in Igo,46,100,Forward spread stopped.,CAL FIRE Shasta-Trinity Unit,-122.54364,40.46968,Wildfire,618ca03c-28fd-4d66-abf3-d065d72d8cb4,https://www.fire.ca.gov/incidents/2019/8/12/lower-fire/,2019-08-13 16:15:00,2019-08-13,20190812,N,True,False
1332,Moose Fire,True,2019-08-18 07:10:42,2019-08-12 17:10:00,CAL FIRE Mendocino Unit,,Mendocino,Off Moose Rd & Bus McGall Rd northwest of Hopland,225,100,Fire resources will continue patrolling and mopping up.  Suppression repair work has begun.,"Hopland Fire, Mendocino County Sheriffs Department (Evacuation Information)",-123.195306,39.005262,Wildfire,c8f94c30-d0ee-450a-8501-30678aa37c0f,https://www.fire.ca.gov/incidents/2019/8/12/moose-fire/,2019-08-17 18:15:00,2019-08-17,20190812,N,True,False
1333,West Fire ,True,2019-08-17 08:07:05,2019-08-13 14:37:54,CAL FIRE Los Angeles County Fire Department ,,Los Angeles,"off of 120th Street  West and Coppermill Road, Lancaster ",105,100,,Los Angeles County Fire Department ,-118.34223899999999,34.675542,Wildfire,eb975e90-a689-40fc-8f44-b13c774de0e8,https://www.fire.ca.gov/incidents/2019/8/13/west-fire/,,,20190813,N,True,False
1334,Timm Fire ,True,2019-08-17 18:37:44,2019-08-13 15:41:24,CAL FIRE Sonoma Lake Napa Unit,,Solano,"Off of Timm Road and Allendale Road, South of Winters ",81,100,,,-121.969167,38.455,Wildfire,ce97fe6d-a635-45f1-bc18-cdd1698673c2,https://www.fire.ca.gov/incidents/2019/8/13/timm-fire/,2019-08-13 18:00:00,2019-08-13,20190813,N,True,False
1335,Greenstone Fire ,True,2019-08-15 09:57:06,2019-08-14 16:07:49,CAL FIRE Amador El Dorado Unit ,,El Dorado,Off of Greenstone Road and Buck Mountain Road ,16,100,Fire fighters have made great progress and gained full containment of the fire. Fire crews will continue to patrol the area and mop up any hot spots throughout the evening. Total acreage reduced to 16 due to more accurate mapping.,,-120.890556,38.703889000000004,Wildfire,22c3cb30-55b1-4fcd-9606-6a0dcedce4ef,https://www.fire.ca.gov/incidents/2019/8/14/greenstone-fire/,2019-08-14 18:52:00,2019-08-14,20190814,N,True,False
1336,Spring Fire ,True,2019-08-15 10:10:44,2019-08-14 12:52:00,CAL FIRE Sonoma Lake Napa Unit & William Fire Department ,,Colusa,Off of Spring Valley Road and Highway 20,20,100,"Crews arrived to a vegetation fire approximately three acres in size. Some hazards in the path of the fire were straw bales and several bee boxes. Quick response from air tankers and firefighters saved both from any damage as well as any structures or infrastructure. The fire was held to 20 acres, no injuries were reported.",,-122.30916699999999,39.088333,Wildfire,f2a78d1c-66be-40f8-a2d8-5756eb265162,https://www.fire.ca.gov/incidents/2019/8/14/spring-fire/,2019-08-14 18:51:00,2019-08-14,20190814,N,True,False
1337,Bayliss Fire,True,2019-08-17 10:36:50,2019-08-15 13:44:02,Unified command: CAL FIRE Santa Clara Unit and San Jose Fire Department,,Santa Clara,"Santa Teresa Blvd and Bayliss Drive, South San Jose",60,100,,,-121.761974,37.219716999999996,Wildfire,0deca389-4481-4d91-8765-40caba3ea31c,https://www.fire.ca.gov/incidents/2019/8/15/bayliss-fire/,,,20190815,N,True,False
1338,Cottage Fire,True,2019-08-18 07:10:16,2019-08-15 15:09:55,CAL FIRE Shasta-Trinity Unit,,Shasta,"Dersch Rd and Cottage Hill Dr, northeast of Anderson ",156,100,Firefighters made good progress today extinguishing interior hotspots and securing containment lines. They will continue to mop up and patrol overnight. Residents traveling in the area are asked to drive with caution as fire apparatus and personnel continue to work in the area.,,-122.159393,40.484328999999995,Wildfire,2443f637-15d7-4cf9-a405-133cf1748300,https://www.fire.ca.gov/incidents/2019/8/15/cottage-fire/,2019-08-17 18:43:00,2019-08-17,20190815,N,True,False
1339,Hunter Fire,True,2019-08-16 14:41:40,2019-08-15 15:15:56,CAL FIRE Madera-Mariposa-Merced Unit,,Mariposa,"Bear Valley Rd and Cotton Creek Rd, east of Snelling",423,100,,,-120.208019,37.532028000000004,Wildfire,852f3058-ccaa-4877-8e8e-f5b8a9649936,https://www.fire.ca.gov/incidents/2019/8/15/hunter-fire/,,,20190815,N,True,False
1340,Border 9 Fire,True,2019-08-17 21:36:51,2019-08-15 16:24:24,CAL FIRE San Diego County Fire,,San Diego,"Off of Marron Valley Road and Border Road, Southeast of Dulzura  ",80,100,,,-116.760465,32.57394,Wildfire,e094035d-ac9c-4ea9-a23b-bb55321a64d6,https://www.fire.ca.gov/incidents/2019/8/15/border-9-fire/,2019-08-16 18:44:00,2019-08-16,20190815,N,True,False
1341,Patterson Fire,True,2019-08-17 10:36:30,2019-08-15 17:47:43,CAL FIRE Amador-El Dorado Unit,,El Dorado,"Patterson Drive, south of Placerville",35,100,All evacuation orders have been lifted.,,-120.82616499999999,38.652475,Wildfire,2760040b-e17b-430f-b581-a81694b450ac,https://www.fire.ca.gov/incidents/2019/8/15/patterson-fire/,2019-08-16 10:35:00,2019-08-16,20190815,N,True,False
1342,Border 8 Fire,True,2019-08-18 07:10:06,2019-08-16 06:14:55,Unified Command: CAL FIRE and Mexican Fire Agency Consulate Emergency Services Fire Department,,Mexico,"City of Tecate, southeast of San Diego ",1507,100,"Threat to City of Tecate, Mexico",,-116.65873500000001,32.573437,Wildfire,74b94fe9-3524-40ce-ac18-ee637bf66f15,https://www.fire.ca.gov/incidents/2019/8/16/border-8-fire/,2019-08-17 14:30:00,2019-08-17,20190816,N,True,False
1343,Gaines Fire,True,2019-10-02 16:07:03,2019-08-16 14:11:02,CAL FIRE Madera-Mariposa-Merced Unit,,Mariposa,"Mt Gaines Rd and Bear Valley Rd, Bear Valley",1300,100,,,-120.17701799999999,37.536069,Wildfire,547b7d19-9b75-4c11-8b88-56adb6460a3c,https://www.fire.ca.gov/incidents/2019/8/16/gaines-fire/,,,20190816,N,True,False
1344,Patterson Fire,True,2019-08-22 15:33:02,2019-08-21 17:56:05,CAL FIRE Santa Clara Unit,,Alameda,"Patterson Pass and Midway Road, west of Tracy",139,100,,,-121.55866999999999,37.71734,Wildfire,d35fa87b-0f19-4dd8-8739-4bdbc92d1361,https://www.fire.ca.gov/incidents/2019/8/21/patterson-fire/,2019-08-21 18:27:00,2019-08-21,20190821,N,True,False
1345,Mountain Fire,True,2019-10-02 16:06:52,2019-08-22 11:02:09,CAL FIRE Shasta-Trinity Unit,,Shasta,"Bear Mountain Road and Dry Creek Road, north of Bella Vista",600,100,,Shasta County Sheriff's Office,-122.24194399999999,40.715556,Wildfire,1bf3e829-5fb3-43d2-9179-6c337709df19,https://www.fire.ca.gov/incidents/2019/8/22/mountain-fire/,2019-08-26 17:00:00,2019-08-26,20190822,N,True,False
1346,Yucca Fire,True,2019-08-24 06:54:07,2019-08-22 19:31:10,CAL FIRE/Riverside County Fire Department,,Riverside,Highway 371 cross of Yucca Road,34,100,,,-116.857817,33.4506,Wildfire,46896a04-8502-403c-b362-e4adc9e7ad4d,https://www.fire.ca.gov/incidents/2019/8/22/yucca-fire/,2019-08-23 23:00:00,2019-08-23,20190822,N,True,False
1347,Horse Fire,True,2019-09-26 14:47:35,2019-08-24 16:33:58,Bureau of Land Management ,,Lassen,"Off Highway 139  and Horselake Road, North of Susanville",131,100,,Bureau of Land Management,-120.544,40.562,Wildfire,97c4d72f-c1e9-425e-9dcf-44150047af92,https://www.fire.ca.gov/incidents/2019/8/24/horse-fire/,2019-08-27 10:44:00,2019-08-27,20190824,N,False,False
1348,Long Valley Fire ,True,2019-08-28 09:01:23,2019-08-24 17:25:04,Bureau of Land Management,,Lassen,"Off Highway 395 and Red Rock Road, North of Hallelujah Junction",2438,100,,Bureau of Land Management,-120.02972199999999,39.892222,Wildfire,2ce810c9-88f1-4efe-9254-8cbd339d2397,https://www.fire.ca.gov/incidents/2019/8/24/long-valley-fire/,2019-08-27 09:01:00,2019-08-27,20190824,N,False,False
1349,Ivy Fire,True,2019-08-25 16:24:02,2019-08-25 10:58:28,CAL FIRE / Riverside County Fire,,Riverside,near Northbound Intestate 15 and Temescal Canyon,80,100,,,-117.487578,33.77777348,Wildfire,cb87a6f4-a560-41a5-81c0-1064d0c368b6,https://www.fire.ca.gov/incidents/2019/8/25/ivy-fire/,2019-08-25 13:00:00,2019-08-25,20190825,N,True,False
1350,Jamieson Fire,True,2019-08-25 17:13:24,2019-08-25 13:06:49,CAL FIRE Santa Clara Unit,,Santa Clara,at Jamieson Road and Cañada Road near Gilroy,35,100,,,-121.45597,37.034183,Wildfire,19343958-2921-41d2-a3f8-501badcd0bee,https://www.fire.ca.gov/incidents/2019/8/25/jamieson-fire/,,,20190825,N,True,False
1351,Border 10 Fire,True,2019-08-28 09:06:20,2019-08-25 16:15:15,CAL FIRE San Diego Unit,,"Mexico, San Diego",Mexico / California International border in the area east of the Otay port of entry.,25,100,,,-116.87395500000001,32.557546,Wildfire,808c34bb-4e64-4eb5-9c3e-2a1e58195074,https://www.fire.ca.gov/incidents/2019/8/25/border-10-fire/,2019-08-28 08:54:00,2019-08-28,20190825,N,True,False
1352,Sage Fire,True,2019-08-28 08:55:30,2019-08-27 11:33:56,CAL FIRE / Riverside County Fire,,Riverside,"near the intersection of Sage Road and Highway 79, in Aguanga",12,100,,,-116.914799,33.463991,Wildfire,faf6064e-fc50-4289-8486-1235f20289d7,https://www.fire.ca.gov/incidents/2019/8/27/sage-fire/,2019-08-27 08:54:00,2019-08-27,20190827,N,True,False
1353,R-1 Fire,True,2019-09-26 14:47:23,2019-08-28 19:48:14,Bureau of Land Management ,,Lassen,"Hagata Canyon, east of Eagle Lake",3380,100,,Bureau of Land Management ,-120.581,40.593,Wildfire,4ee8f023-1c92-4266-bb79-d41fdb3a5826,https://www.fire.ca.gov/incidents/2019/8/28/r-1-fire/,2019-09-04 16:22:00,2019-09-04,20190828,N,False,False
1354,Carroll Fire,True,2019-08-31 12:55:31,2019-08-31 12:55:15,CAL FIRE Santa Clara Unit,,Alameda,eastbound 580 and North Flynn Road,19,100,,,-121.65701100000001,37.718636,Wildfire,40ce99a7-fbca-4b41-b3bf-e2f863fdcc7e,https://www.fire.ca.gov/incidents/2019/8/31/carroll-fire/,2019-08-31 12:50:00,2019-08-31,20190831,N,True,False
1355,Creek Fire,True,2019-09-04 08:53:01,2019-08-31 15:31:59,CAL FIRE Tulare Unit,,Tulare,"Dry Creek Dr and Lomitas Drive, east of Woodlake",756,100,,,-119.030621,36.40193,Wildfire,8faaa845-634f-4f94-b25e-f5ae78703da6,https://www.fire.ca.gov/incidents/2019/8/31/creek-fire/,,,20190831,N,True,False
1356,Jolon Fire,True,2019-09-03 10:19:31,2019-09-01 16:35:55,CAL FIRE San Benito-Monterey Unit,,Monterey,"Jolon Road and New Pleyto Road, Lockwood",66,100,,,-120.99291399999998,35.906482000000004,Wildfire,954bfbe7-424c-49e0-9611-23e9f7a475a2,https://www.fire.ca.gov/incidents/2019/9/1/jolon-fire/,2019-09-02 10:08:00,2019-09-02,20190901,N,True,False
1357,Snail Fire,True,2019-09-26 14:47:14,2019-09-01 17:37:43,Los Padres National Forest,,Ventura,3 miles northwest of Reyes Creek,279,100,,Los Padres National Forest,-119.3547,34.71011,Wildfire,1b6cdbc8-4ab9-49e9-b6ed-e38d55e263cc,https://www.fire.ca.gov/incidents/2019/9/1/snail-fire/,2019-09-05 08:14:00,2019-09-05,20190901,N,False,False
1358,Mines Fire,True,2019-09-03 10:20:30,2019-09-02 14:36:35,CAL FIRE Santa Clara Unit,,Alameda,"Mines Road, Livermore",11,100,,,-121.596667,37.545167,Wildfire,de9cacb4-0be2-47d1-8cf2-7a25aabacfae,https://www.fire.ca.gov/incidents/2019/9/2/mines-fire/,2019-09-02 19:13:00,2019-09-02,20190902,N,True,False
1359,Antelope Fire,True,2019-09-04 18:26:03,2019-09-02 15:40:37,CAL FIRE San Benito-Monterey Unit,,San Benito,"Panoche Road and New Idria Road, Paicines",167,100,,,-120.8405,36.600167,Wildfire,ebdceb89-fa30-486a-94f8-3eff8eedbd67,https://www.fire.ca.gov/incidents/2019/9/2/antelope-fire/,2019-09-03 07:11:00,2019-09-03,20190902,N,True,False
1360,Telephone Fire,True,2019-09-06 10:10:55,2019-09-02 20:27:29,CAL FIRE San Bernardino Unit,,San Bernardino,"Old Dump Road, south of Summit Valley Road, Hesperia",15,100,,,-117.343833,34.353667,Wildfire,a5331bf6-d695-4309-a846-96808e41d757,https://www.fire.ca.gov/incidents/2019/9/2/telephone-fire/,2019-09-06 08:00:00,2019-09-06,20190902,N,True,False
1361,Country Fire,True,2019-09-08 18:11:21,2019-09-03 14:57:31,CAL FIRE Amador - El Dorado Unit,,El Dorado,"Highway 193 and Penobscot Rd, east of Cool",85,100,,El Dorado County Sheriff's Office,-120.946657,38.898915,Wildfire,89008310-149d-480f-946f-4ce5a2a71c3f,https://www.fire.ca.gov/incidents/2019/9/3/country-fire/,2019-09-06 07:24:00,2019-09-06,20190903,N,True,False
1362,Deer Fire,True,2019-09-06 19:49:01,2019-09-03 15:36:45,CAL FIRE San Mateo-Santa Cruz Unit,,Santa Cruz,"Deer Creek Road and Rons Road, northeast of Boulder Creek",10,100,,,-122.07743,37.178353,Wildfire,23f65de3-bf4d-4edf-a5eb-b21299195b0f,https://www.fire.ca.gov/incidents/2019/9/3/deer-fire/,2019-09-06 19:48:00,2019-09-06,20190903,N,True,False
1363,Walker Fire,True,2019-10-24 11:04:07,2019-09-04 15:17:31,USFS Plumas National Forest,,Plumas,"Indian Creek and Beckworth Genesee Road, east of Genesee",54612,100,,USFS - Plumas National Forest,-120.68055600000001,40.061389,Wildfire,3a48b649-8714-433d-9952-ff2bf9e8c90a,https://www.fire.ca.gov/incidents/2019/9/4/walker-fire/,,,20190904,N,False,False
1364,Tenaja,True,2019-09-14 19:15:55,2019-09-04 16:43:36,CAL FIRE/Riverside County Fire Department ,,Riverside,"Tenaja Road and Clinton Keith Road, in La Cresta",1926,100,,"CAL FIRE / Riverside County Fire, City of Murrieta ",-117.27315700000001,33.528469,Wildfire,f68808fb-a705-4083-a136-1a45c61c7f74,https://www.fire.ca.gov/incidents/2019/9/4/tenaja/,2019-09-14 19:00:00,2019-09-14,20190904,N,True,False
1365,Glass Fire,True,2019-09-05 19:04:01,2019-09-04 16:26:00,Sonoma-Lake-Napa Unit,,Lake,"Highway 29 and DNA Ridge Rock, Southwest of Clear Lake.",28,100,,,-122.642572,38.910498,Wildfire,da7fa4d6-cbf3-4cf9-babf-1cc79aa2f536,https://www.fire.ca.gov/incidents/2019/9/4/glass-fire/,2019-09-05 10:03:00,2019-09-05,20190904,N,True,False
1366,Foster Fire ,True,2019-09-04 20:37:36,2019-09-04 20:33:59,CAL FIRE San Benito Monterey Unit ,,San Benito,"off of Grass Valley Road and Cienega Road, in Hollister",17,100,,,-121.39478000000001,36.732865999999994,Wildfire,d8c705d2-2820-43d2-bee4-8335354bcab0,https://www.fire.ca.gov/incidents/2019/9/4/foster-fire/,2019-09-04 20:33:00,2019-09-04,20190904,N,True,False
1367,Red Bank Fire,True,2019-09-13 19:59:57,2019-09-05 13:19:56,CAL FIRE Tehama Glenn Unit ,,Tehama,"Off Hammer Loop Road and Petty John Road, West of Red Bluff ",8838,100,,Tehama County Sheriff's Office,-122.64,40.12,Wildfire,14ad161c-bfc6-41ae-af84-a464084a4142,https://www.fire.ca.gov/incidents/2019/9/5/red-bank-fire/,2019-09-13 19:00:00,2019-09-13,20190905,N,True,False
1368,Flood Fire ,True,2019-09-08 19:56:30,2019-09-05 14:33:01,CAL FIRE Tuolumne Calaveras Unit,,San Joaquin,"near Flood Rd and N. Waverly Road, Southwest of Rancho Calaveras",44,100,,,-120.945044,38.017138,Wildfire,3d4c2809-cd37-4f07-b86e-68dcd52c7434,https://www.fire.ca.gov/incidents/2019/9/5/flood-fire/,2019-09-05 19:56:00,2019-09-05,20190905,N,True,False
1369,Henthorne Fire,True,2019-09-26 14:46:47,2019-09-05 09:25:00,USFS Mendocino National Forest ,,Trinity,"Yolla Bolly Middle Eel Wilderness near Henthorne Lake, North of Covelo",244,100,,Mendocino National Forest,-123.222196,40.062304,Wildfire,791059a2-b50f-4ab0-924a-bfdac001e4b9,https://www.fire.ca.gov/incidents/2019/9/5/henthorne-fire/,2019-09-18 12:17:00,2019-09-18,20190905,N,False,False
1370,South Fire,True,2020-01-10 16:13:09,2019-09-05 19:59:46,Shasta-Trinity National Forest ,,Tehama,"Southeast aspect of Tomhead Mountain, South of Platina",5332,100,,Shasta-Trinity National Forest ,-122.789,40.109,Wildfire,38d46a2f-d1f6-4ed8-a502-e57e393844ea,https://www.fire.ca.gov/incidents/2019/9/5/south-fire/,2019-12-02 16:12:00,2019-12-02,20190905,N,False,False
1371,Springs Fire,True,2019-10-24 11:18:13,2019-09-06 11:24:11,USFS - Inyo National Forest,,Mono,"southeast of Lee Vining, CA",4840,100,,Inyo National Forest,-118.87200000000001,37.826,Wildfire,226da8c8-26c0-49d7-b5ef-952cd969f918,https://www.fire.ca.gov/incidents/2019/9/6/springs-fire/,,,20190906,N,False,False
1372,Lone Fire,True,2019-09-26 14:46:26,2019-09-06 11:34:27,USFS - Modoc National Forest,,Modoc,"Pinnacle Lake, Doublehead Ranger district, Modoc National Forest",5737,100,,USFS - Modoc National Forest,-121.056,41.748000000000005,Wildfire,81977367-45ad-4962-92f3-ae30f22ef723,https://www.fire.ca.gov/incidents/2019/9/6/lone-fire/,2019-09-13 07:19:00,2019-09-13,20190906,N,False,False
1373,Cow Fire,True,2020-01-10 16:08:48,2019-09-06 12:23:00,USFS - Inyo National Forest ,,Inyo,"Golden Trout Wilderness, Inyo National Forest",1975,100,,Inyo National Forest ,-118.228,36.284,Wildfire,c3b236b9-3a1d-481d-b1eb-b0aa77c5b462,https://www.fire.ca.gov/incidents/2019/9/6/cow-fire/,2019-11-21 16:08:00,2019-11-21,20190906,N,False,False
1374,Broder Fire,True,2019-09-26 14:46:11,2019-09-06 12:39:18,USFS - Sequoia National Forest,,Tulare,Northeast of Broder Meadow,381,100,,Sequoia National Forest,-118.185,36.150999999999996,Wildfire,737ef617-abaa-44a1-9bbc-f46240468b8f,https://www.fire.ca.gov/incidents/2019/9/6/broder-fire/,,,20190906,N,False,False
1375,Taboose Fire,True,2020-01-10 16:10:00,2019-09-06 12:43:35,Inyo National Forest     ,,Inyo,south west of Big Pine and north west of Aberdeen,10296,100,,"Inyo National Forest , Inyo County Sheriff's Office",-118.345,37.034,Wildfire,e7ea56c5-4290-4406-b0a5-c9d1718e9700,https://www.fire.ca.gov/incidents/2019/9/6/taboose-fire/,2019-11-21 16:09:00,2019-11-21,20190906,N,False,False
1376,Forbestown Fire,True,2019-09-13 09:42:08,2019-09-06 15:18:52,CAL FIRE Butte Unit,,Butte,"Forbestown Road and Hurleton Swedes Flat Road, east of Oroville ",58,100,,,-121.412333,39.470333000000004,Wildfire,2de3ab6b-60c5-4400-9bff-74c79ed7d553,https://www.fire.ca.gov/incidents/2019/9/6/forbestown-fire/,2019-09-12 18:49:00,2019-09-12,20190906,N,True,False
1377,R-6 Fire,True,2019-09-26 14:46:00,2019-09-06 13:20:00,Bureau of Land Management - Northern CA District,,Lassen,"North of Fredonyer Peak, southwest of Termo",260,100,,Bureau of Land Management - Northern CA District,-120.60600000000001,44.733999999999995,Wildfire,393edada-d2bf-4a33-94f2-2d2123357015,https://www.fire.ca.gov/incidents/2019/9/6/r-6-fire/,2019-09-11 18:30:00,2019-09-11,20190906,N,False,False
1378,Lime Fire,True,2019-10-24 11:20:48,2019-09-07 08:36:32,Klamath National Forest,,Siskiyou,"Ash Creek and Highway 96, Southwest of Hornbrook",1872,100,,Klamath National Forest,-122.66225800000001,41.862237,Wildfire,5c74d3fc-eaeb-4a75-9a07-5f8af961237b,https://www.fire.ca.gov/incidents/2019/9/7/lime-fire/,,,20190907,N,False,False
1379,Kidder 2 Fire,True,2019-10-24 11:14:22,2019-09-07 08:47:46,Klamath National Forest,,Siskiyou,"Marble Mountain Wilderness and Kidder Creek, Northwest of Etna",227,100,,Klamath National Forest,-123.2129356,41.492974200000006,Wildfire,69b0cca6-c0c6-4a96-8f61-07ebb0ff9dc7,https://www.fire.ca.gov/incidents/2019/9/7/kidder-2-fire/,2019-09-26 08:00:00,2019-09-26,20190907,N,False,False
1380,Rams Horn Fire,True,2019-09-26 14:45:36,2019-09-07 08:49:58,Shasta-Trinity National Forest,,Trinity,"Highway 3 and Bear Creek Loop, Northeast of Coffee Creek",280,100,,Shasta-Trinity National Forest,-122.63410800000001,41.150392,Wildfire,b24dc89c-632d-46a1-8984-2ce037e37834,https://www.fire.ca.gov/incidents/2019/9/7/rams-horn-fire/,2019-09-12 10:08:00,2019-09-12,20190907,N,False,False
1381,Oak Fire,True,2019-09-08 07:45:11,2019-09-07 14:00:00,CAL FIRE Sonoma Lake Napa Unit,,Lake,"Highway 29 and Cole Creek Road, South of Kelseyville",53,100,,CAL FIRE Sonoma Lake Napa Unit,-122.833831,38.955024,Wildfire,25e65946-2e28-453b-bcb4-617b623be750,https://www.fire.ca.gov/incidents/2019/9/7/oak-fire/,2019-09-08 07:00:00,2019-09-08,20190907,N,True,False
1382,Swedes Fire,True,2019-09-13 19:59:37,2019-09-07 15:06:00,CAL FIRE Butte County Fire ,,Butte,"Swedes Flat Road and Oro Bangor Highway, east of Oroville",496,100,,CAL FIRE Butte County Fire ,-121.41261899999999,39.45296,Wildfire,63a43984-64ce-40aa-bbc3-98330a46353f,https://www.fire.ca.gov/incidents/2019/9/7/swedes-fire/,2019-09-13 19:00:00,2019-09-13,20190907,N,True,False
1383,Duzel Fire,True,2019-09-11 14:26:56,2019-09-07 18:19:16,CAL FIRE Siskiyou unit,,Siskiyou,"Near Duzel Rock Lookout, northeast of Etna",15,100,,CAL FIRE Siskiyou unit,-122.740333,41.512917,Wildfire,efba4d61-2027-4b05-8506-04d9858154ca,https://www.fire.ca.gov/incidents/2019/9/7/duzel-fire/,2019-09-10 19:27:00,2019-09-10,20190907,N,True,False
1384,Sycamore Fire,True,2019-09-26 14:45:22,2019-09-07 20:31:46,Riverside City Fire Department,,Riverside,"Kangaroo Court and River Ridge Drive, Riverside ",250,100,,Riverside City Fire Department,-117.3063,33.9369,Wildfire,a14c1f49-8e49-4709-a21b-6c06471a1002,https://www.fire.ca.gov/incidents/2019/9/7/sycamore-fire/,2019-09-08 18:00:00,2019-09-08,20190907,N,False,False
1385,McMurray Fire,True,2019-09-14 08:47:56,2019-09-09 17:42:43,Santa Barbara County Fire,,Santa Barbara,"McMurray Rd and Hwy 101, north of Buellton",200,100,,Santa Barbara County Fire ,-120.18736799999999,34.630919,Wildfire,4cebaf5a-70a7-4262-864b-fb3fe3b1d84d,https://www.fire.ca.gov/incidents/2019/9/9/mcmurray-fire/,2019-09-14 08:00:00,2019-09-14,20190909,N,False,False
1386,Bailey Fire,True,2019-09-10 10:46:34,2019-09-10 10:43:58,CAL FIRE/Riverside County Fire Department,,Riverside,Bailey Road and Terwilliger Road in Anza,10,100,,,-116.631106,33.496633,Wildfire,5a4639e4-0d1d-4cee-8215-0aa1d53a5160,https://www.fire.ca.gov/incidents/2019/9/10/bailey-fire/,2019-09-10 10:45:00,2019-09-10,20190910,N,True,False
1387,Stuhr Fire ,True,2019-09-11 19:05:16,2019-09-11 11:25:43,CAL FIRE Santa Clara Unit ,,Stanislaus,"Off SB Interstate 5 and West Stuhr Road, South of Patterson City ",190,100,,,-121.110146,37.32585,Wildfire,8f6c8f60-1daf-4c04-8507-dcc81656b8c5,https://www.fire.ca.gov/incidents/2019/9/11/stuhr-fire/,,,20190911,N,True,False
1388,Redwood Fire,True,2019-09-12 20:31:35,2019-09-12 20:30:41,CAL FIRE Riverside Unit,,Riverside,Mead Valley ,34,100,,,-117.27014399999999,33.854597,Wildfire,b277af3b-3785-44c1-bdfb-c5a5ba766d2b,https://www.fire.ca.gov/incidents/2019/9/12/redwood-fire/,,,20190912,N,True,False
1389,Bridge Fire,True,2019-09-13 21:47:39,2019-09-13 20:00:29,CAL FIRE TCU (Tuolumne-Calaveras Unit),,Stanislaus,Knights Ferry,11,100,,,-120.401028,37.492002,Wildfire,a8b79d35-dab7-4513-ac65-25fd99541662,https://www.fire.ca.gov/incidents/2019/9/13/bridge-fire/,2019-09-13 21:43:00,2019-09-13,20190913,N,True,False
1390,Horseshoe Fire ,True,2019-09-17 20:05:34,2019-09-14 17:53:00,CAL FIRE RRU (Riverside County Fire),,Riverside,"Horseshoe Trail and Stagecoach Road, Juniper Flats",520,100,,"CAL FIRE RRU (Riverside County Fire), Murrieta Fire Protection District, Riverside City FD, Riverside County Sheriff’s Office",-117.043723,33.4853,Wildfire,c9327432-b3d3-4ea1-b810-d339dc9e25c3,https://www.fire.ca.gov/incidents/2019/9/14/horseshoe-fire/,,,20190914,N,False,False
1391,Bar Fire,True,2019-10-02 16:04:17,2019-09-15 15:52:00,Klamath National Forest ,,Siskiyou,"Southwest of Bald Mountain and Klamath Bar, Klamath National Forest",91,100,,Klamath National Forest,-123.00083300000001,41.749666999999995,Wildfire,8b4a5b95-3f51-4038-a7ea-b5ed3c73c2e5,https://www.fire.ca.gov/incidents/2019/9/15/bar-fire/,,,20190915,N,False,False
1392,Bautista Fire,True,2019-10-24 11:05:12,2019-09-15 20:13:05,San Bernardino National Forest,,Riverside,"Bautista Road and Tripp Flats, West of Lake Hemet",167,100,,San Bernardino National Forest,-116.801111,33.635,Wildfire,980c4c7d-dcc9-45b3-b5c1-181c1cd445e9,https://www.fire.ca.gov/incidents/2019/9/15/bautista-fire/,2019-09-22 18:00:00,2019-09-22,20190915,N,False,False
